tweet_id,retweet_count,favorite_count
824775126675836928,3278,14068
824663926340194305,1649,9941
824325613288833024,9894,11186
824297048279236611,3570,14233
824025158776213504,558,4577
823939628516474880,2541,10057
823719002937630720,10371,0
823699002998870016,2336,13212
823581115634085888,2447,12272
823333489516937216,22,662
823322678127919110,3720,14837
823269594223824897,9239,0
822975315408461824,3200,16374
822872901745569793,39930,124124
822859134160621569,2111,12461
822647212903690241,5959,0
822610361945911296,2736,13976
822489057087389700,5959,17120
822462944365645825,13160,26324
822244816520155136,9239,33128
822163064745328640,4383,0
821886076407029760,2142,10682
821813639212650496,3127,0
821765923262631936,1557,7908
821522889702862852,1632,7574
821421320206483457,5130,0
821407182352777218,3997,11108
821153421864615936,9,236
821149554670182400,1826,8114
821107785811234820,1975,9075
821044531881721856,2126,11966
820837357901512704,6243,0
820749716845686786,9222,29848
820690176645140481,3004,11587
820494788566847489,523,0
820446719150292993,2396,0
820314633777061888,523,3161
820078625395449857,5796,18659
820013781606658049,1082,0
819952236453363712,1082,5016
819924195358416896,4550,12240
819711362133872643,2876,12620
819588359383371776,1869,9161
819347104292290561,1116,6845
819238181065359361,379,2140
819227688460238848,6243,21793
819015337530290176,34550,0
819015331746349057,17803,0
819006400881917954,17803,43045
819004803107983360,34550,82713
818646164899774465,19462,0
818627210458333184,7063,21236
818614493328580609,2355,9301
818588835076603904,5699,0
818536468981415936,2273,10275
818307523543449600,7468,0
818259473185828864,2088,10424
818145370475810820,2370,11619
817908911860748288,741,4609
817827839487737858,25138,48654
817777686764523521,2521,10226
817536400337801217,2730,11123
817502432452313088,3146,0
817423860136083457,13606,31869
817415592588222464,890,5297
817181837579653120,7873,0
817171292965273600,1871,8312
817120970343411712,2414,11551
817056546584727552,1519,8140
816829038950027264,4392,0
816816676327063552,1897,9480
816697700272001025,2059,9246
816450570814898180,7468,28721
816336735214911488,1804,8166
816091915477250048,1991,8482
816062466425819140,944,0
816014286006976512,4885,0
815990720817401858,944,4690
815966073409433600,7873,21142
815745968457060357,3861,0
815736392542261248,2122,9312
815639385530101762,1555,7826
815390420867969024,3573,9830
814986499976527872,1187,7256
814638523311648768,2526,10696
814578408554463233,5464,0
814530161257443328,1742,8216
814153002265309185,8116,27269
813944609378369540,2959,0
813910438903693312,1735,8858
813812741911748608,13039,34650
813800681631023104,1650,7885
813217897535406080,6853,17692
813202720496779264,1707,8771
813187593374461952,4048,18840
813172488309972993,1809,8812
813157409116065792,2067,7381
813142292504645637,2245,8088
813130366689148928,418,4262
813127251579564032,2922,11214
813112105746448384,2571,9799
813096984823349248,3391,10040
813081950185472002,2598,9424
813066809284972545,1830,7545
813051746834595840,6866,19926
812781120811126785,1788,7151
812709060537683968,1353,6292
812503143955202048,1148,5744
812466873996607488,1802,7573
812372279581671427,3427,12941
811985624773361665,1312,6918
811744202451197953,1479,7164
811647686436880384,682,5322
811627233043480576,2855,12082
811386762094317568,5986,19884
810984652412424192,1332,5053
810896069567610880,1645,8547
810657578271330305,2471,10433
810284430598270976,10502,33337
810254108431155201,3169,13979
809920764300447744,3685,14784
809808892968534016,4584,0
809448704142938112,1370,6613
809220051211603969,5254,18896
809084759137812480,3307,12569
808838249661788160,2868,9647
808733504066486276,2034,7510
808501579447930884,2456,10764
808344865868283904,19462,40223
808134635716833280,5525,0
808106460588765185,2071,8390
808001312164028416,3316,11857
807621403335917568,3392,13866
807106840509214720,51690,111710
807059379405148160,6892,0
807010152071229440,3637,12483
806629075125202948,32399,70653
806620845233815552,5148,0
806576416489959424,1824,4665
806542213899489280,2219,9741
806242860592926720,10890,0
806219024703037440,1134,6137
805958939288408065,5018,0
805932879469572096,1803,7895
805826884734976000,1716,6246
805823200554876929,7483,0
805520635690676224,1552,5487
805487436403003392,2382,8354
805207613751304193,1628,7483
804738756058218496,3603,12994
804475857670639616,1892,5849
804413760345620481,3013,0
804026241225523202,15068,42082
803773340896923648,2591,9567
803692223237865472,6932,0
803638050916102144,3887,10382
803380650405482500,1769,7398
803321560782307329,4962,0
803276597545603072,2300,9558
802952499103731712,1875,8583
802624713319034886,2727,0
802600418706604034,1385,6770
802572683846291456,2359,8521
802323869084381190,5487,15349
802265048156610565,1299,6625
802239329049477120,2460,8651
802185808107208704,251,0
801958328846974976,1598,7369
801854953262350336,219,1726
801538201127157760,1953,7821
801285448605831168,773,5746
801167903437357056,5525,23189
801127390143516673,3701,0
801115127852503040,1985,7681
800859414831898624,91,647
800855607700029440,1520,0
800751577355128832,2636,10092
800513324630806528,2833,12504
800459316964663297,2063,9051
800443802682937345,4027,0
800388270626521089,2638,10625
800188575492947969,3698,0
800141422401830912,2396,14520
800018252395122689,12332,26928
799774291445383169,4375,0
799757965289017345,2004,7979
799422933579902976,1801,7690
799308762079035393,5093,0
799297110730567681,2569,9390
799063482566066176,2342,7699
798933969379225600,4162,12432
798925684722855936,1362,7161
798705661114773508,6221,0
798701998996647937,7253,0
798697898615730177,6103,0
798694562394996736,4645,0
798686750113755136,2181,0
798682547630837760,4436,0
798673117451325440,5228,0
798665375516884993,3679,0
798644042770751489,1746,0
798628517273620480,1867,0
798585098161549313,5277,0
798576900688019456,5489,0
798340744599797760,3142,0
798209839306514432,2425,9932
797971864723324932,2893,10964
797545162159308800,4620,13889
797236660651966464,6166,18951
797165961484890113,24,214
796904159865868288,8360,0
796865951799083009,1829,7317
796759840936919040,2837,11219
796563435802726400,6750,0
796484825502875648,1654,7191
796387464403357696,3893,10467
796177847564038144,13385,0
796149749086875649,13385,30542
796125600683540480,1686,4739
796116448414461957,2254,8649
796080075804475393,2170,8024
796031486298386433,3503,10281
795464331001561088,21991,46835
795400264262053889,2687,9522
795076730285391872,5106,15352
794983741416415232,3161,0
794926597468000259,2162,9688
794355576146903043,9672,0
794332329137291264,2540,9141
794205286408003585,3117,8769
793962221541933056,4584,15920
793845145112371200,1750,8778
793614319594401792,2931,0
793601777308463104,1519,7586
793500921481273345,2237,10132
793286476301799424,8603,23366
793271401113350145,2248,8259
793256262322548741,7812,18952
793241302385262592,3080,9999
793226087023144960,2719,9290
793210959003287553,2613,8487
793195938047070209,5281,14469
793180763617361921,1867,6572
793165685325201412,2630,8918
793150605191548928,1597,5856
793135492858580992,2362,6089
793120401413079041,3691,12038
792913359805018113,3719,13614
792883833364439040,4006,10717
792773781206999040,1573,7002
792394556390137856,4018,12736
792050063153438720,1673,6780
791821351946420224,19729,0
791784077045166082,8913,0
791780927877898241,3562,0
791774931465953280,20787,42791
791672322847637504,2931,11157
791406955684368384,3861,12495
791312159183634433,2368,8326
791026214425268224,3820,0
790987426131050500,1992,9313
790946055508652032,4392,15870
790723298204217344,2147,0
790698755171364864,1807,7808
790581949425475584,6653,19580
790337589677002753,1770,7417
790277117346975746,2959,11910
790227638568808452,3315,0
789986466051088384,2147,8811
789960241177853952,3840,0
789903600034189313,3889,9792
789628658055020548,1651,7085
789599242079838210,1797,6384
789530877013393408,3161,11096
789314372632018944,2140,8205
789280767834746880,4594,0
789268448748703744,2450,8669
789137962068021249,2608,9229
788908386943430656,11719,26091
788765914992902144,9672,25924
788552643979468800,6670,0
788412144018661376,4931,14728
788178268662984705,1981,6903
788150585577050112,1201,5803
788070120937619456,3217,0
788039637453406209,1231,5796
787810552592695296,2842,8156
787717603741622272,2588,9716
787397959788929025,2670,10339
787322443945877504,1628,7403
787111942498508800,6302,0
786963064373534720,7434,25293
786729988674449408,2276,0
786709082849828864,5735,17369
786664955043049472,2366,10058
786595970293370880,2920,8985
786363235746385920,3222,10285
786286427768250368,2649,7566
786233965241827333,4383,14416
786051337297522688,148,1354
786036967502913536,6505,0
785927819176054784,2992,10819
785872687017132033,1674,6347
785639753186217984,2106,7463
785533386513321988,1843,8598
785515384317313025,1166,5800
785264754247995392,1520,6913
785170936622350336,4502,11385
784826020293709826,3013,9579
784517518371221505,2367,8503
784431430411685888,1184,5448
784183165795655680,7483,18971
784057939640352768,10371,28128
783839966405230592,10058,28418
783821107061198850,1829,6992
783695101801398276,2992,9877
783466772167098368,2075,7988
783391753726550016,5097,16006
783347506784731136,5149,0
783334639985389568,10890,27509
783085703974514689,2021,7741
782969140009107456,6892,22829
782747134529531904,1319,7072
782722598790725632,5018,16305
782598640137187329,1767,7384
782305867769217024,5130,15717
782021823840026624,5741,0
781955203444699136,3139,10573
781661882474196992,2528,9886
781655249211752448,1053,3787
781524693396357120,5148,19602
781308096455073793,2385,6751
781251288990355457,1930,7926
781163403222056960,2585,9279
780931614150983680,6750,20495
780858289093574656,1866,6805
780800785462489090,1201,5195
780601303617732608,3127,11430
780543529827336192,1628,5953
780496263422808064,3426,0
780476555013349377,103,0
780459368902959104,1004,5000
780192070812196864,2089,8221
780092040432480260,2137,0
780074436359819264,4571,11437
779834332596887552,6505,17773
779377524342161408,2889,8258
779124354206535695,17037,0
779056095788752897,4212,13908
778990705243029504,6660,18757
778774459159379968,9162,0
778764940568104960,338,821
778748913645780993,1207,6462
778650543019483137,1392,5430
778624900596654080,943,4342
778408200802557953,4009,12875
778396591732486144,11346,0
778383385161035776,1019,5506
778286810187399168,3064,9747
778039087836069888,2467,7996
778027034220126208,1494,6200
777953400541634568,3270,0
777885040357281792,1516,5998
777684233540206592,2727,10625
777641927919427584,3923,0
777621514455814149,2342,8220
777189768882946048,3986,13326
776819012571455488,12614,0
776813020089548800,1114,4605
776477788987613185,2562,8255
776249906839351296,8466,0
776218204058357768,14743,28121
776201521193218049,2336,9031
776113305656188928,4027,11126
776088319444877312,141,1716
775898661951791106,15547,0
775842724423557120,2466,11044
775733305207554048,3701,13087
775729183532220416,4281,12275
775364825476165632,2713,6950
775350846108426240,3628,9585
775085132600442880,4375,14634
774757898236878852,1656,8140
774639387460112384,1616,6369
774314403806253056,5093,20554
773985732834758656,3587,10168
773922284943896577,1629,6064
773704687002451968,1498,6242
773670353721753600,1225,5055
773547596996571136,5699,20830
773336787167145985,4675,0
773308824254029826,6953,21991
773247561583001600,3005,8887
773191612633579521,3807,9399
772877495989305348,3580,8054
772826264096874500,2211,7568
772615324260794368,3120,0
772581559778025472,1588,6116
772193107915964416,1291,5683
772152991789019136,1054,3591
772117678702071809,687,3554
772114945936949249,440,2584
772102971039580160,866,3776
771908950375665664,1757,6192
771770456517009408,3142,11292
771500966810099713,2421,7778
771380798096281600,4675,9919
771171053431250945,6898,0
771136648247640064,2711,8614
771102124360998913,1336,5868
771014301343748096,1539,6488
770787852854652928,1105,4621
770772759874076672,1328,4891
770655142660169732,1669,6928
770414278348247044,1928,5949
770293558247038976,1356,5856
770093767776997377,2818,0
770069151037685760,2126,7148
769940425801170949,8839,29317
769695466921623552,1564,6049
769335591808995329,7131,0
769212283578875904,1600,5087
768970937022709760,6004,13414
768909767477751808,2443,0
768855141948723200,827,3936
768609597686943744,1099,3861
768596291618299904,1189,4735
768554158521745409,5389,0
768473857036525572,3162,12783
768193404517830656,3270,10203
767884188863397888,1266,4470
767754930266464257,4962,14994
767500508068192258,2151,7058
767191397493538821,3479,11546
767122157629476866,2649,9556
766793450729734144,1260,4751
766714921925144576,348,2465
766693177336135680,730,3799
766423258543644672,1459,5643
766313316352462849,1734,6347
766078092750233600,2424,0
766069199026450432,776,3948
766008592277377025,461,3539
765719909049503744,1997,6806
765669560888528897,1133,4859
765395769549590528,3119,25135
765371061932261376,2007,6680
765222098633691136,3120,10936
764857477905154048,1649,6088
764259802650378240,1394,5646
763956972077010945,50,734
763837565564780549,3820,11775
763183847194451968,1359,5062
763167063695355904,2754,0
763103485927849985,2125,6938
762699858130116608,3315,11374
762471784394268675,5922,10524
762464539388485633,3840,9652
762316489655476224,1030,4505
762035686371364864,14314,29839
761976711479193600,1830,5048
761750502866649088,3590,0
761745352076779520,794,4019
761672994376806400,26770,46317
761599872357261312,1102,3886
761371037149827077,16669,0
761334018830917632,1340,4834
761292947749015552,1001,4194
761227390836215808,1447,5005
761004547850530816,3217,10658
760893934457552897,890,3576
760656994973933572,1753,6181
760641137271070720,1190,4682
760539183865880579,3348,7083
760521673607086080,1288,3923
760290219849637889,10581,25098
760252756032651264,798,3711
760190180481531904,1654,5357
760153949710192640,28,0
759943073749200896,1934,5533
759846353224826880,1800,6299
759793422261743616,1763,5586
759557299618865152,1105,4404
759447681597108224,2276,7948
759446261539934208,454,1565
759197388317847553,1804,5703
759159934323924993,1067,0
759099523532779520,3828,13636
759047813560868866,1851,6077
758854675097526272,843,3327
758828659922702336,3558,10489
758740312047005698,1500,5384
758474966123810816,915,3563
758467244762497024,2030,4477
758405701903519748,1767,4880
758355060040593408,966,3157
758099635764359168,9162,17745
758041019896193024,339,2533
757741869644341248,3029,6423
757729163776290825,7215,0
757725642876129280,1113,4255
757611664640446465,1010,4292
757597904299253760,278,0
757596066325864448,959,4075
757400162377592832,6329,14153
757393109802180609,1580,5452
757354760399941633,1302,4212
756998049151549440,1835,5875
756939218950160384,1842,6223
756651752796094464,1193,4706
756526248105566208,3305,9722
756303284449767430,1005,3703
756288534030475264,16334,41231
756275833623502848,1408,5984
755955933503782912,2634,6832
755206590534418437,4914,15322
755110668769038337,10199,19772
754874841593970688,7251,0
754856583969079297,2312,6452
754747087846248448,478,2421
754482103782404096,1794,4939
754449512966619136,672,3508
754120377874386944,2164,7401
753655901052166144,1998,5462
753420520834629632,3239,7355
753398408988139520,1733,5358
753375668877008896,2137,7150
753298634498793472,5216,0
753294487569522689,961,3129
753039830821511168,19209,34631
753026973505581056,878,3660
752932432744185856,6302,11765
752917284578922496,1444,6512
752701944171524096,2620,0
752682090207055872,1462,5612
752660715232722944,1425,4082
752568224206688256,2089,5120
752519690950500352,3157,6869
752334515931054080,1010,3594
752309394570878976,14908,0
752173152931807232,1674,5550
751950017322246144,832,2853
751937170840121344,1202,4837
751830394383790080,1790,5446
751793661361422336,2621,5400
751598357617971201,2833,7418
751583847268179968,1005,4109
751538714308972544,1148,4724
751456908746354688,925,3014
751251247299190784,5398,11746
751205363882532864,1667,5910
751132876104687617,1188,4731
750868782890057730,1252,4467
750719632563142656,4594,12274
750506206503038976,1056,4143
750429297815552001,3923,12307
750383411068534784,1042,4268
750381685133418496,27,670
750147208377409536,877,2914
750132105863102464,1184,3375
750117059602808832,1213,4056
750101899009982464,777,2850
750086836815486976,493,2024
750071704093859840,3038,7259
750056684286914561,821,2957
750041628174217216,568,2970
750026558547456000,721,2534
750011400160841729,821,3016
749996283729883136,758,2837
749981277374128128,2279,4785
749774190421639168,1213,4356
749417653287129088,1518,5696
749403093750648834,493,2441
749395845976588288,3158,7968
749317047558017024,2051,5101
749075273010798592,1889,5373
749064354620928000,1408,4503
749036806121881602,731,2883
748977405889503236,3136,10037
748932637671223296,2063,5411
748705597323898880,879,2586
748699167502000129,1460,4418
748692773788876800,1229,3958
748575535303884801,1813,5643
748568946752774144,611,2050
748346686624440324,1124,4861
748337862848962560,3740,7071
748324050481647620,695,3460
748307329658011649,656,3448
748220828303695873,7123,13156
747963614829678593,1959,5389
747933425676525569,2361,6181
747885874273214464,882,2727
747844099428986880,677,2632
747816857231626240,1061,4507
747651430853525504,144,1275
747648653817413632,5340,11986
747600769478692864,523,2171
747594051852075008,951,3426
747512671126323200,1478,5138
747461612269887489,949,3599
747439450712596480,1753,5041
747242308580548608,2638,0
747219827526344708,1444,4898
747204161125646336,833,3128
747103485104099331,3630,8900
746906459439529985,271,2723
746872823977771008,1953,5583
746818907684614144,1597,4955
746790600704425984,1467,4528
746757706116112384,3562,8857
746726898085036033,1642,5639
746542875601690625,1748,4698
746521445350707200,901,0
746507379341139972,991,4343
746369468511756288,1491,5769
746131877086527488,2005,6402
746056683365994496,742,3325
745789745784041472,965,3676
745712589599014916,2132,6515
745433870967832576,2313,6551
745422732645535745,2207,7952
745314880350101504,2485,6611
745074613265149952,3188,7285
745057283344719872,2056,6758
744995568523612160,569,2751
744971049620602880,2450,7313
744709971296780288,1442,5232
744334592493166593,1937,6341
744234799360020481,70750,144901
744223424764059648,327,1534
743980027717509120,1005,3905
743895849529389061,881,3407
743835915802583040,1874,0
743609206067040256,1270,4162
743595368194129920,5967,16990
743545585370791937,862,3284
743510151680958465,3419,7419
743253157753532416,1124,3936
743222593470234624,1745,5736
743210557239623680,1238,3559
742534281772302336,3285,6571
742528092657332225,1797,4112
742465774154047488,3610,6764
742423170473463808,3426,9110
742385895052087300,1780,6296
742161199639494656,1249,4010
742150209887731712,1402,4722
741793263812808706,1388,4220
741743634094141440,2503,7556
741438259667034112,748,3422
741303864243200000,2924,8137
741099773336379392,5031,9243
741067306818797568,2818,8871
740995100998766593,2476,5836
740711788199743490,865,3152
740699697422163968,710,2653
740676976021798912,6221,16854
740373189193256964,12146,32615
740365076218183684,389,2252
740359016048689152,798,3050
740214038584557568,1790,6189
739979191639244800,5389,18533
739932936087216128,988,3764
739844404073074688,791,3533
739623569819336705,1242,3502
739606147276148736,1496,4997
739544079319588864,19287,36513
739485634323156992,2644,6612
739238157791694849,52912,107261
738891149612572673,6,91
738885046782832640,1046,3505
738883359779196928,723,3051
738537504001953792,1401,4708
738402415918125056,744,3018
738184450748633089,1109,3982
738166403467907072,3044,8090
738156290900254721,587,2291
737826014890496000,1611,4841
737800304142471168,3178,9287
737678689543020544,1203,4640
737445876994609152,4068,9466
737322739594330112,736,3328
737310737551491075,6761,13552
736736130620620800,1544,3891
736392552031657984,6670,16369
736365877722001409,1118,3684
736225175608430592,2551,7502
736010884653420544,2710,7265
735991953473572864,1038,3301
735648611367784448,1016,3736
735635087207878657,2146,5672
735274964362878976,4554,12056
735256018284875776,803,3073
735137028879360001,885,2885
734912297295085568,472,2549
734787690684657664,5768,11585
734776360183431168,489,2328
734559631394082816,355,1378
733828123016450049,718,3309
733822306246479872,932,3389
733482008106668032,854,2885
733460102733135873,1141,3875
733109485275860992,15547,49407
732732193018155009,483,2232
732726085725589504,801,3297
732585889486888962,713,3369
732375214819057664,2286,7446
732005617171337216,4885,13717
731285275100512256,904,3225
731156023742988288,1144,3554
730924654643314689,1792,5655
730573383004487680,1919,4474
730427201120833536,941,3208
730211855403241472,960,3506
